salary_id,job_id,max_salary,med_salary,min_salary,pay_period,currency,compensation_type
7998,3894903523,143000.0,,106000.0,YEARLY,USD,BASE_SALARY
8003,3890891911,140000.0,,115000.0,YEARLY,USD,BASE_SALARY
8005,3890896475,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
8037,3894898452,29.8,,21.9,HOURLY,USD,BASE_SALARY
8046,3891005810,135000.0,,125000.0,YEARLY,USD,BASE_SALARY
8098,3894915741,,21.35,,HOURLY,USD,BASE_SALARY
8099,3891011512,,27.0,,HOURLY,USD,BASE_SALARY
8107,3894919552,60.0,,50.0,HOURLY,USD,BASE_SALARY
8147,3891009996,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
8211,3894921722,73323.0,,57500.0,YEARLY,USD,BASE_SALARY
8228,3894939005,97033.0,,77600.0,YEARLY,USD,BASE_SALARY
8248,3891014525,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
8256,3894938253,,45.0,,HOURLY,USD,BASE_SALARY
8279,3894275354,35.0,,30.0,HOURLY,USD,BASE_SALARY
8283,3894939779,66367.0,,55300.0,YEARLY,USD,BASE_SALARY
8299,3891017326,72000.0,,65000.0,YEARLY,USD,BASE_SALARY
8318,3891030670,41.45,,35.0,HOURLY,USD,BASE_SALARY
8328,3894939981,72000.0,,65000.0,YEARLY,USD,BASE_SALARY
8383,3891053047,40.0,,30.0,HOURLY,USD,BASE_SALARY
8407,3891051801,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
8425,3891052096,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
8496,3894279691,65000.0,,55000.0,YEARLY,USD,BASE_SALARY
8601,3891069917,35.0,,28.0,HOURLY,USD,BASE_SALARY
8685,3891075306,180000.0,,60000.0,YEARLY,USD,BASE_SALARY
8733,3891072463,45.0,,40.0,HOURLY,USD,BASE_SALARY
8778,3891071634,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
8803,3894999367,,30.0,,HOURLY,USD,BASE_SALARY
8846,3891073452,100000.0,,77950.0,YEARLY,USD,BASE_SALARY
8857,3895201267,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
8868,3891071687,,53.0,,HOURLY,USD,BASE_SALARY
8884,3891076245,70000.0,,60000.0,YEARLY,USD,BASE_SALARY
8924,3891077148,75000.0,,65000.0,YEARLY,USD,BASE_SALARY
8990,3895210131,120000.0,,115000.0,YEARLY,USD,BASE_SALARY
8994,3891074534,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
9001,3895211018,210000.0,,180000.0,YEARLY,USD,BASE_SALARY
9021,3891071849,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
9028,3894285691,,18.96,,HOURLY,USD,BASE_SALARY
9030,3894286598,25.58,,23.02,HOURLY,USD,BASE_SALARY
9036,3894286558,,22.26,,HOURLY,USD,BASE_SALARY
9040,3894285921,150000.0,,115000.0,YEARLY,USD,BASE_SALARY
9042,3894288299,,24.0,,HOURLY,USD,BASE_SALARY
9044,3894290229,,23.0,,HOURLY,USD,BASE_SALARY
9048,3894284827,,52000.0,,YEARLY,USD,BASE_SALARY
9051,3894287390,78200.0,,60200.0,YEARLY,USD,BASE_SALARY
9087,3891076429,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
9102,3891073829,140000.0,,125000.0,YEARLY,USD,BASE_SALARY
9109,3891073920,170000.0,,142000.0,YEARLY,USD,BASE_SALARY
9175,3891076729,160000.0,,120000.0,YEARLY,USD,BASE_SALARY
9182,3891078292,92000.0,,80000.0,YEARLY,USD,BASE_SALARY
9199,3891073982,300000.0,,225000.0,YEARLY,USD,BASE_SALARY
9204,3891075905,150000.0,,110000.0,YEARLY,USD,BASE_SALARY
9295,3891073978,63400.0,,56100.0,YEARLY,USD,BASE_SALARY
9296,3891079220,63400.0,,56100.0,YEARLY,USD,BASE_SALARY
9298,3891076754,58172.5,,50872.5,YEARLY,USD,BASE_SALARY
9305,3891080086,63400.0,,56100.0,YEARLY,USD,BASE_SALARY
9306,3891080087,74615.0,,69615.0,YEARLY,USD,BASE_SALARY
9308,3895220406,50.0,,35.0,HOURLY,USD,BASE_SALARY
9317,3891076756,,60.0,,HOURLY,USD,BASE_SALARY
9331,3895222638,325000.0,,225000.0,YEARLY,USD,BASE_SALARY
9344,3891075913,20.0,,18.0,HOURLY,USD,BASE_SALARY
9387,3895224400,85000.0,,45000.0,YEARLY,USD,BASE_SALARY
9399,3891076943,110000.0,,71000.0,YEARLY,USD,BASE_SALARY
9403,3895232995,110000.0,,95000.0,YEARLY,USD,BASE_SALARY
9406,3895231187,,80000.0,,YEARLY,USD,BASE_SALARY
9408,3891079368,210000.0,,160000.0,YEARLY,USD,BASE_SALARY
9420,3895220380,227000.0,,113000.0,YEARLY,USD,BASE_SALARY
9421,3895221252,195500.0,,113000.0,YEARLY,USD,BASE_SALARY
9432,3895219584,96600.0,,60000.0,YEARLY,USD,BASE_SALARY
9439,3895217914,195500.0,,113000.0,YEARLY,USD,BASE_SALARY
9440,3895216970,195500.0,,113000.0,YEARLY,USD,BASE_SALARY
9454,3894401110,,42.35,,HOURLY,USD,BASE_SALARY
9457,3891084006,100000.0,,85000.0,YEARLY,USD,BASE_SALARY
9493,3891083044,,27.0,,HOURLY,USD,BASE_SALARY
9511,3891081110,,32.0,,HOURLY,USD,BASE_SALARY
9545,3891082107,145770.0,,109330.0,YEARLY,USD,BASE_SALARY
9548,3891083071,157747.0,,109330.0,YEARLY,USD,BASE_SALARY
9554,3891083070,90438.0,,62700.0,YEARLY,USD,BASE_SALARY
9564,3891078428,98821.0,,74070.0,YEARLY,USD,BASE_SALARY
9565,3891083072,232160.0,,150380.0,YEARLY,USD,BASE_SALARY
9566,3891079347,258720.0,,167580.0,YEARLY,USD,BASE_SALARY
9589,3895256064,180000.0,,170000.0,YEARLY,USD,BASE_SALARY
9596,3891082310,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
9643,3895257105,50.0,,45.0,HOURLY,USD,BASE_SALARY
9654,3894416294,77400.0,,59800.0,YEARLY,USD,BASE_SALARY
9663,3895271697,,13.0,,HOURLY,USD,BASE_SALARY
9671,3894414663,77400.0,,59800.0,YEARLY,USD,BASE_SALARY
9672,3894417211,26.5,,22.0,HOURLY,USD,BASE_SALARY
9691,3894416267,77000.0,,63000.0,YEARLY,USD,BASE_SALARY
9692,3895272643,,22.0,,HOURLY,USD,BASE_SALARY
9755,3895276081,110000.0,,100000.0,YEARLY,USD,BASE_SALARY
9757,3891090442,80000.0,,50000.0,YEARLY,USD,BASE_SALARY
9769,3891091737,100000.0,,93000.0,YEARLY,USD,BASE_SALARY
9794,3895272647,17.5,,15.5,HOURLY,USD,BASE_SALARY
9808,3891248731,,21.53,,HOURLY,USD,BASE_SALARY
9819,3891248694,217692.0,,155495.0,YEARLY,USD,BASE_SALARY
9821,3891252113,141120.0,,100800.0,YEARLY,USD,BASE_SALARY
9832,3891251152,125748.0,,89820.0,YEARLY,USD,BASE_SALARY
9836,3891245957,156366.0,,111690.0,YEARLY,USD,BASE_SALARY
9838,3891251157,200000.0,,136000.0,YEARLY,USD,BASE_SALARY
9840,3891246898,227452.0,,153839.0,YEARLY,USD,BASE_SALARY
9842,3891245965,243232.0,,164513.0,YEARLY,USD,BASE_SALARY
9845,3891249551,115000.0,,95000.0,YEARLY,USD,BASE_SALARY
9850,3891252118,125748.0,,89820.0,YEARLY,USD,BASE_SALARY
9854,3891247852,227452.0,,153839.0,YEARLY,USD,BASE_SALARY
9855,3891249484,277452.0,,162466.0,YEARLY,USD,BASE_SALARY
9920,3895494120,60.0,,50.0,HOURLY,USD,BASE_SALARY
9974,3895493201,16.83,,13.46,HOURLY,USD,BASE_SALARY
9982,3891250526,105676.0,,73163.0,YEARLY,USD,BASE_SALARY
10041,3894547218,230000.0,,209000.0,YEARLY,USD,BASE_SALARY
10049,3895513045,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
10056,3895516068,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
10057,3895508959,60000.0,,50000.0,YEARLY,USD,BASE_SALARY
10093,3891255655,175000.0,,150000.0,YEARLY,USD,BASE_SALARY
10095,3891250896,,18.59,,HOURLY,USD,BASE_SALARY
10106,3895515760,142600.0,,88000.0,YEARLY,USD,BASE_SALARY
10111,3895516483,235750.0,,137000.0,YEARLY,USD,BASE_SALARY
10119,3895513866,235000.0,,137000.0,YEARLY,USD,BASE_SALARY
10123,3895515831,235000.0,,137000.0,YEARLY,USD,BASE_SALARY
10131,3891253759,149440.0,,89670.0,YEARLY,USD,BASE_SALARY
10133,3891255692,119550.0,,89670.0,YEARLY,USD,BASE_SALARY
10134,3891251896,150150.0,,112620.0,YEARLY,USD,BASE_SALARY
10135,3891256433,,32.0,,HOURLY,USD,BASE_SALARY
10136,3891254696,98760.0,,63980.0,YEARLY,USD,BASE_SALARY
10138,3891256448,173250.0,,129940.0,YEARLY,USD,BASE_SALARY
10139,3891251895,135850.0,,81510.0,YEARLY,USD,BASE_SALARY
10140,3891251897,119550.0,,89670.0,YEARLY,USD,BASE_SALARY
10141,3891256446,119550.0,,77440.0,YEARLY,USD,BASE_SALARY
10146,3891252886,149440.0,,89670.0,YEARLY,USD,BASE_SALARY
10148,3891256443,150150.0,,112620.0,YEARLY,USD,BASE_SALARY
10150,3891257272,1.0,,1.0,YEARLY,USD,BASE_SALARY
10151,3891256447,119550.0,,77440.0,YEARLY,USD,BASE_SALARY
10152,3891255693,150150.0,,102380.0,YEARLY,USD,BASE_SALARY
10154,3891250912,124280.0,,80510.0,YEARLY,USD,BASE_SALARY
10198,3894548767,30.0,,18.63,HOURLY,USD,BASE_SALARY
10265,3895525674,124000.0,,101000.0,YEARLY,USD,BASE_SALARY
10280,3895527376,133000.0,,109000.0,YEARLY,USD,BASE_SALARY
10298,3895529224,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
10308,3891267046,81000.0,,55000.0,YEARLY,USD,BASE_SALARY
10311,3891265444,202730.0,,92118.0,YEARLY,USD,BASE_SALARY
10312,3891262915,149880.0,,64974.0,YEARLY,USD,BASE_SALARY
10323,3891266028,,55000.0,,YEARLY,USD,BASE_SALARY
10330,3895525315,67800.0,,35360.0,YEARLY,USD,BASE_SALARY
10365,3895527397,65.0,,45.0,HOURLY,USD,BASE_SALARY
10428,3895533568,120900.0,,93600.0,YEARLY,USD,BASE_SALARY
10446,3895538087,32.55,,26.13,HOURLY,USD,BASE_SALARY
10456,3895530024,34.65,,27.3,HOURLY,USD,BASE_SALARY
10520,3895535829,,60.0,,HOURLY,USD,BASE_SALARY
10523,3894559931,,19.0,,HOURLY,USD,BASE_SALARY
10524,3894562405,131350.55,,87581.31,YEARLY,USD,BASE_SALARY
10534,3895538613,244000.0,,142000.0,YEARLY,USD,BASE_SALARY
10542,3894562401,52.86,,30.2,HOURLY,USD,BASE_SALARY
10551,3894561575,85000.0,,69000.0,YEARLY,USD,BASE_SALARY
10552,3895538611,123000.0,,88000.0,YEARLY,USD,BASE_SALARY
10554,3895535819,203000.0,,118000.0,YEARLY,USD,BASE_SALARY
10569,3895540287,,15.0,,HOURLY,USD,BASE_SALARY
10592,3895539588,,60.0,,HOURLY,USD,BASE_SALARY
10602,3895537621,140185.0,,89000.0,YEARLY,USD,BASE_SALARY
10634,3895546071,,16.0,,HOURLY,USD,BASE_SALARY
10649,3894558988,77000.0,,63000.0,YEARLY,USD,BASE_SALARY
10664,3895541125,170000.0,,80000.0,YEARLY,USD,BASE_SALARY
10705,3895540948,,23.9,,HOURLY,USD,BASE_SALARY
10709,3894560888,30.0,,28.0,HOURLY,USD,BASE_SALARY
10713,3895546674,134640.0,,91800.0,YEARLY,USD,BASE_SALARY
10736,3894564034,,70000.0,,YEARLY,USD,BASE_SALARY
10742,3894564075,30.0,,28.0,HOURLY,USD,BASE_SALARY
10760,3895546345,,21.0,,HOURLY,USD,BASE_SALARY
10774,3895542885,191400.0,,127600.0,YEARLY,USD,BASE_SALARY
10783,3895546037,150000.0,,115000.0,YEARLY,USD,BASE_SALARY
10847,3894568365,,23.3,,HOURLY,USD,BASE_SALARY
10860,3894569158,,25.72,,HOURLY,USD,BASE_SALARY
10875,3894572064,36.3,,30.82,HOURLY,USD,BASE_SALARY
10894,3894564020,20.8,,17.45,HOURLY,USD,BASE_SALARY
10896,3894581270,54.02,,33.0,HOURLY,USD,BASE_SALARY
10947,3894566010,174800.0,,122400.0,YEARLY,USD,BASE_SALARY
10956,3894584027,54.02,,33.0,HOURLY,USD,BASE_SALARY
10979,3895573636,230700.0,,138400.0,YEARLY,USD,BASE_SALARY
10984,3895570845,104000.0,,93600.0,YEARLY,USD,BASE_SALARY
10985,3891282410,224300.0,,133520.0,YEARLY,USD,BASE_SALARY
10995,3894576627,45.0,,35.0,HOURLY,USD,BASE_SALARY
11030,3894566589,,28.79,,HOURLY,USD,BASE_SALARY
11058,3894577849,54.02,,33.0,HOURLY,USD,BASE_SALARY
11085,3891292087,,1500.0,,MONTHLY,USD,BASE_SALARY
11089,3895595256,355000.0,,145000.0,YEARLY,USD,BASE_SALARY
11104,3895565421,24.0,,22.0,YEARLY,USD,BASE_SALARY
11106,3894570073,,30.29,,HOURLY,USD,BASE_SALARY
11115,3895587302,337250.0,,137750.0,YEARLY,USD,BASE_SALARY
11117,3895587299,337250.0,,137750.0,YEARLY,USD,BASE_SALARY
11119,3894572916,95000.0,,65000.0,YEARLY,USD,BASE_SALARY
11156,3895561713,312866.0,,167537.0,YEARLY,USD,BASE_SALARY
11170,3895596613,125000.0,,75000.0,YEARLY,USD,BASE_SALARY
11188,3895585191,230000.0,,125000.0,YEARLY,USD,BASE_SALARY
11192,3895801086,,38010.0,,YEARLY,USD,BASE_SALARY
11198,3894567533,,28.5,,HOURLY,USD,BASE_SALARY
11251,3895802097,,34566.0,,YEARLY,USD,BASE_SALARY
11271,3895566592,329333.0,,176355.0,YEARLY,USD,BASE_SALARY
11344,3895804449,65000.0,,50000.0,YEARLY,USD,BASE_SALARY
11365,3894593701,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
11368,3895593834,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
11408,3895584764,60.0,,60.0,YEARLY,USD,BASE_SALARY
11429,3895585787,146666.0,,88000.0,YEARLY,USD,BASE_SALARY
11444,3895811054,60.0,,55.0,HOURLY,USD,BASE_SALARY
11450,3895589034,253080.0,,111466.0,YEARLY,USD,BASE_SALARY
11457,3895584708,355000.0,,145000.0,YEARLY,USD,BASE_SALARY
11468,3891802576,67.2,,50.0,HOURLY,USD,BASE_SALARY
11469,3895811039,154000.0,,132000.0,YEARLY,USD,BASE_SALARY
11482,3895586314,250000.0,,145000.0,YEARLY,USD,BASE_SALARY
11553,3895586393,253080.0,,133950.0,YEARLY,USD,BASE_SALARY
11579,3891279552,43.73,,27.32,HOURLY,USD,BASE_SALARY
11622,3895805482,135000.0,,112500.0,YEARLY,USD,BASE_SALARY
11677,3894620739,140000.0,,86200.0,YEARLY,USD,BASE_SALARY
11730,3895582699,253080.0,,111466.0,YEARLY,USD,BASE_SALARY
11747,3895818255,35.14,,23.43,HOURLY,USD,BASE_SALARY
11752,3891298779,,60236.8,,YEARLY,USD,BASE_SALARY
11758,3895814277,28.66,,20.47,HOURLY,USD,BASE_SALARY
11766,3895818154,115000.0,,98332.0,YEARLY,USD,BASE_SALARY
11767,3891281763,123220.0,,75590.0,YEARLY,USD,BASE_SALARY
11776,3894568364,,28.5,,HOURLY,USD,BASE_SALARY
11791,3895813516,128040.0,,85360.0,YEARLY,USD,BASE_SALARY
11811,3895803021,,38010.0,,YEARLY,USD,BASE_SALARY
11827,3891806297,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
11908,3895586251,340100.0,,199500.0,YEARLY,USD,BASE_SALARY
12047,3898160158,95000.0,,60000.0,YEARLY,USD,BASE_SALARY
12076,3900066239,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
12086,3900065823,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
12088,3900070313,150000.0,,120000.0,YEARLY,USD,BASE_SALARY
12100,3900068358,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
12101,3901477340,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
12110,3901458244,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
12124,3901473142,110000.0,,75000.0,YEARLY,USD,BASE_SALARY
12133,3898155767,115000.0,,85000.0,YEARLY,USD,BASE_SALARY
12147,3900066752,115000.0,,90000.0,YEARLY,USD,BASE_SALARY
12152,3901483670,20.0,,19.0,HOURLY,USD,BASE_SALARY
12208,3898161327,120000.0,,83000.0,YEARLY,USD,BASE_SALARY
12212,3901480962,,18.0,,HOURLY,USD,BASE_SALARY
12229,3900066363,25.0,,22.0,HOURLY,USD,BASE_SALARY
12239,3898157651,137000.0,,109000.0,YEARLY,USD,BASE_SALARY
12251,3898159550,130000.0,,90000.0,YEARLY,USD,BASE_SALARY
12260,3898157640,25.0,,24.0,HOURLY,USD,BASE_SALARY
12283,3901619602,65000.0,,60000.0,YEARLY,USD,BASE_SALARY
12322,3901625986,160000.0,,145000.0,YEARLY,USD,BASE_SALARY
12356,3901630075,210000.0,,180000.0,YEARLY,USD,BASE_SALARY
12358,3900061908,165000.0,,110000.0,YEARLY,USD,BASE_SALARY
12368,3901628438,75.0,,70.0,HOURLY,USD,BASE_SALARY
12373,3900074019,,23.85,,HOURLY,USD,BASE_SALARY
12374,3900073395,107000.0,,100000.0,YEARLY,USD,BASE_SALARY
12412,3901453917,95000.0,,80000.0,YEARLY,USD,BASE_SALARY
12527,3900074197,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
12534,3901460315,35.0,,30.0,HOURLY,USD,BASE_SALARY
12540,3900076186,150000.0,,100000.0,YEARLY,USD,BASE_SALARY
12627,3900075806,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
12636,3898161945,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
12651,3901626773,50.0,,46.0,HOURLY,USD,BASE_SALARY
12669,3898159969,110000.0,,80000.0,YEARLY,USD,BASE_SALARY
12681,3901631591,,26.0,,HOURLY,USD,BASE_SALARY
12688,3901617896,85000.0,,75000.0,YEARLY,USD,BASE_SALARY
12724,3900082098,110000.0,,95000.0,YEARLY,USD,BASE_SALARY
12732,3900075237,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
12739,3901629370,180000.0,,140000.0,YEARLY,USD,BASE_SALARY
12821,3901672470,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
12823,3901658480,130000.0,,100000.0,YEARLY,USD,BASE_SALARY
12857,3901641704,115920.0,,71400.0,YEARLY,USD,BASE_SALARY
12883,3898162882,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
12932,3901670411,,28.0,,HOURLY,USD,BASE_SALARY
12941,3745677818,94000.0,,81000.0,YEARLY,USD,BASE_SALARY
12966,3901671651,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
12976,3898165287,240000.0,,190000.0,YEARLY,USD,BASE_SALARY
13016,3901680411,,18.5,,HOURLY,USD,BASE_SALARY
13023,3901642834,235000.0,,137000.0,YEARLY,USD,BASE_SALARY
13033,3898159310,90.0,,60.0,HOURLY,USD,BASE_SALARY
13041,3898160993,,29.0,,HOURLY,USD,BASE_SALARY
13055,3901658484,185000.0,,140000.0,YEARLY,USD,BASE_SALARY
13089,3901670559,200000.0,,150000.0,YEARLY,USD,BASE_SALARY
13095,3898167161,200000.0,,160000.0,YEARLY,USD,BASE_SALARY
13114,3898162851,75000.0,,70000.0,YEARLY,USD,BASE_SALARY
13121,3901683969,32.55,,26.13,HOURLY,USD,BASE_SALARY
13144,3901676833,,17.0,,HOURLY,USD,BASE_SALARY
13154,3900070642,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
13174,3901672583,120000.0,,90000.0,YEARLY,USD,BASE_SALARY
13191,3898171222,27.65,,20.5,HOURLY,USD,BASE_SALARY
13219,3898164981,80000.0,,50000.0,YEARLY,USD,BASE_SALARY
13256,3901698500,95000.0,,85000.0,YEARLY,USD,BASE_SALARY
13264,3901670866,,18.0,,HOURLY,USD,BASE_SALARY
13281,3901800038,,159300.0,,YEARLY,USD,BASE_SALARY
13294,3901669787,,30.0,,HOURLY,USD,BASE_SALARY
13296,3900082099,21.5,,19.0,HOURLY,USD,BASE_SALARY
13306,3901644109,,100.0,,HOURLY,USD,BASE_SALARY
13351,3900095502,77400.0,,63300.0,YEARLY,USD,BASE_SALARY
13371,3901675961,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
13372,3900096450,77000.0,,63000.0,YEARLY,USD,BASE_SALARY
13380,3901698536,,20.5,,HOURLY,USD,BASE_SALARY
13449,3898161900,,21.0,,HOURLY,USD,BASE_SALARY
13492,3901677517,,19.0,,HOURLY,USD,BASE_SALARY
13512,3898157950,194805.0,,129935.0,YEARLY,USD,BASE_SALARY
13514,3658924039,100000.0,,70000.0,YEARLY,USD,BASE_SALARY
13528,3898173327,70000.0,,65000.0,YEARLY,USD,BASE_SALARY
13532,3901800023,17.0,,14.45,HOURLY,USD,BASE_SALARY
13537,3900081349,110000.0,,90000.0,YEARLY,USD,BASE_SALARY
13538,3901682370,,14.0,,HOURLY,USD,BASE_SALARY
13550,3901678040,,40.0,,HOURLY,USD,BASE_SALARY
13561,3901696522,,17.0,,HOURLY,USD,BASE_SALARY
13564,3901697396,172157.3,,113000.0,YEARLY,USD,BASE_SALARY
13589,3901695929,,32.0,,HOURLY,USD,BASE_SALARY
13605,3898167415,250000.0,,170000.0,YEARLY,USD,BASE_SALARY
13606,3901675847,,20.0,,HOURLY,USD,BASE_SALARY
13627,3898176212,160000.0,,135000.0,YEARLY,USD,BASE_SALARY
13653,3901695781,17.0,,14.45,HOURLY,USD,BASE_SALARY
13660,3901680150,50.0,,30.0,HOURLY,USD,BASE_SALARY
13667,3901800016,,15.0,,HOURLY,USD,BASE_SALARY
13680,3901642245,34.0,,32.0,HOURLY,USD,BASE_SALARY
13719,3898181225,160000.0,,130000.0,YEARLY,USD,BASE_SALARY
13756,3901685816,178984.0,,108160.0,YEARLY,USD,BASE_SALARY
13766,3901693685,224400.0,,139500.0,YEARLY,USD,BASE_SALARY
13794,3901640799,,29.34,,HOURLY,USD,BASE_SALARY
13799,3901694888,,18.0,,HOURLY,USD,BASE_SALARY
13802,3901697385,166750.0,,104000.0,YEARLY,USD,BASE_SALARY
13806,3901692773,120000.0,,100000.0,YEARLY,USD,BASE_SALARY
13835,3901643348,27.5,,20.0,HOURLY,USD,BASE_SALARY
13846,3901800039,,159300.0,,YEARLY,USD,BASE_SALARY
13883,3898159465,45.3,,40.0,HOURLY,USD,BASE_SALARY
13886,3901694902,,15.5,,HOURLY,USD,BASE_SALARY
13895,3898171678,119600.0,,79700.0,YEARLY,USD,BASE_SALARY
13913,3898181105,278300.0,,151800.0,YEARLY,USD,BASE_SALARY
13920,3901681336,,17.0,,HOURLY,USD,BASE_SALARY
13927,3901683987,100000.0,,80000.0,YEARLY,USD,BASE_SALARY
13929,3898169980,88000.0,,80000.0,YEARLY,USD,BASE_SALARY
13966,3901699027,,16.0,,HOURLY,USD,BASE_SALARY
13990,3901680993,90000.0,,85000.0,YEARLY,USD,BASE_SALARY
14013,3901637392,,100.0,,HOURLY,USD,BASE_SALARY
14035,3901698367,162500.0,,101500.0,YEARLY,USD,BASE_SALARY
14048,3901484808,70000.0,,56000.0,YEARLY,USD,BASE_SALARY
14050,3900081480,29.0,,23.5,HOURLY,USD,BASE_SALARY
14068,3901697607,,65000.0,,YEARLY,USD,BASE_SALARY
14077,3901673570,,50000.0,,YEARLY,USD,BASE_SALARY
14081,3901698550,,65000.0,,YEARLY,USD,BASE_SALARY
14082,3901654078,75.0,,70.0,HOURLY,USD,BASE_SALARY
14104,3901800018,17.85,,15.17,HOURLY,USD,BASE_SALARY
14105,3447180215,,45000.0,,YEARLY,USD,BASE_SALARY
14115,3901698523,,17.7,,HOURLY,USD,BASE_SALARY
14148,3898163464,90000.0,,80000.0,YEARLY,USD,BASE_SALARY
14149,3901671509,110000.0,,95000.0,YEARLY,USD,BASE_SALARY
14162,3887147359,65000.0,,45000.0,YEARLY,USD,BASE_SALARY
14171,3901693874,,150000.0,,YEARLY,USD,BASE_SALARY
14172,3901695814,,17.0,,HOURLY,USD,BASE_SALARY
14187,3898176288,130000.0,,110000.0,YEARLY,USD,BASE_SALARY
14191,3898164347,124280.0,,80510.0,YEARLY,USD,BASE_SALARY
14196,3901691874,97750.0,,61000.0,YEARLY,USD,BASE_SALARY
14216,3901699048,,65000.0,,YEARLY,USD,BASE_SALARY
14224,3901800040,,166000.0,,YEARLY,USD,BASE_SALARY
14227,3900070981,90000.0,,60000.0,YEARLY,USD,BASE_SALARY
14229,3901697606,,175000.0,,YEARLY,USD,BASE_SALARY
14250,3901697604,,18.0,,HOURLY,USD,BASE_SALARY
14257,3901698706,,32.0,,HOURLY,USD,BASE_SALARY
14260,3901691799,175000.0,,115000.0,YEARLY,USD,BASE_SALARY
14269,3900096453,102800.0,,77100.0,YEARLY,USD,BASE_SALARY
14271,3901638229,300000.0,,200000.0,YEARLY,USD,BASE_SALARY
14277,3901628271,150000.0,,112500.0,YEARLY,USD,BASE_SALARY
14294,3901698552,,175000.0,,YEARLY,USD,BASE_SALARY
14309,3901668910,130000.0,,120000.0,YEARLY,USD,BASE_SALARY
14314,3901699018,,16.0,,HOURLY,USD,BASE_SALARY
14334,3898169612,34.0,,30.0,HOURLY,USD,BASE_SALARY
14337,3900095346,30.68,,22.0,HOURLY,USD,BASE_SALARY
14365,3898172826,140000.0,,100000.0,YEARLY,USD,BASE_SALARY
14371,3898179502,175000.0,,125000.0,YEARLY,USD,BASE_SALARY
14372,3898165341,53590.0,,40200.0,YEARLY,USD,BASE_SALARY
14418,3901686760,90000.0,,75000.0,YEARLY,USD,BASE_SALARY
14428,3901671514,22.0,,18.0,HOURLY,USD,BASE_SALARY
14436,3901801007,68000.0,,55000.0,YEARLY,USD,BASE_SALARY
14453,3898178744,50.0,,45.0,HOURLY,USD,BASE_SALARY
14458,3898177281,102.0,,76.0,HOURLY,USD,BASE_SALARY
14459,3898167872,149880.0,,64974.0,YEARLY,USD,BASE_SALARY
14471,3901691822,166750.0,,104000.0,YEARLY,USD,BASE_SALARY
14483,3901696541,,159300.0,,YEARLY,USD,BASE_SALARY
14503,3901693880,,65000.0,,YEARLY,USD,BASE_SALARY
14507,3898178788,110000.0,,85000.0,YEARLY,USD,BASE_SALARY
14530,3901695653,34.0,,32.0,HOURLY,USD,BASE_SALARY
14534,3900071456,70000.0,,40000.0,YEARLY,USD,BASE_SALARY
14538,3901663404,195000.0,,170000.0,YEARLY,USD,BASE_SALARY
14576,3901800036,65000.0,,37000.0,YEARLY,USD,BASE_SALARY
14581,3900076890,80000.0,,70000.0,YEARLY,USD,BASE_SALARY
14590,3901694885,,19.0,,HOURLY,USD,BASE_SALARY
14595,3901668727,80000.0,,65000.0,YEARLY,USD,BASE_SALARY
14614,3901682364,200000.0,,175000.0,YEARLY,USD,BASE_SALARY
14638,3898169664,67.0,,58.0,HOURLY,USD,BASE_SALARY
14645,3901691985,396750.0,,215000.0,YEARLY,USD,BASE_SALARY
14655,3901638432,111626.0,,79733.0,YEARLY,USD,BASE_SALARY
14692,3901693877,,210000.0,,YEARLY,USD,BASE_SALARY
14741,3902913831,32.0,,30.0,HOURLY,USD,BASE_SALARY
14754,3899520829,17.05,,17.05,HOURLY,USD,BASE_SALARY
14808,3899520957,18.0,,18.0,HOURLY,USD,BASE_SALARY
14839,3902924958,20.0,,17.0,HOURLY,USD,BASE_SALARY
14866,3899521911,31.29,,27.97,HOURLY,USD,BASE_SALARY
